Match_ID,Hometeam,Awayteam,Hometeam Score,Awayteam Score,Home_Possession,Away_Possession,Home_Shots_on_target,Away_Shots_on_target,Home_Total_Shots,Away_Total_Shots,Home_Touches,Away_Touches,Home_Passes,Away_Pasees,Home_Takles,Away_Takles,Home_Clearance,Away_Clearance,Home_Corners,Away_Corners,Home_Offsides,Away_Offsides,Home_Yellow_Cards,Away_Yellow_Cards,Home_Red_Cards,Away_Red_Cards,Home_Fouls_Conceded,Away_Fouls_Conceded
8053,Aston Villa,Wigan Athletic,0,3,45.9,54.1, 2,5,12,9,425,518,425,518,16,16,26,28,4,3,2,2,3,2,0,0,16,9
8054,Fulham,Swansea City,1,2,59.4,40.6, 6,7,23,10,500,327,500,327,13,18,16,58,9,8,1,0,2,1,0,0,14,12
8055,Manchester United,West Bromwich Albion,2,0,58,42, 7,1,17,14,492,348,492,348,17,15,49,33,9,6,1,0,1,0,0,0,10,8
8056,Norwich City,Manchester City,3,4,46.4,53.6, 4,7,11,15,390,466,390,466,20,19,29,31,4,9,0,0,3,1,0,1,10,11
8057,Reading,West Ham United,1,0,33.8,66.2, 2,3,3,13,214,417,214,417,18,23,52,21,2,2,5,3,3,4,0,0,18,10
8058,Stoke City,Southampton,3,3,54.9,45.1, 5,5,13,8,348,284,348,284,14,21,34,68,7,4,2,4,1,2,1,0,6,9
8052,Arsenal,Newcastle United,7,3,44.2,55.8, 10,7,16,11,411,519,411,519,24,18,26,20,5,6,2,1,0,1,0,0,9,11
8044,Everton,Wigan Athletic,2,1,47.3,52.7, 3,3,17,11,398,465,398,465,22,11,18,35,11,2,2,1,1,3,0,0,10,12
8045,Fulham,Southampton,1,1,50.6,49.4, 1,3,9,8,430,400,430,400,19,17,34,43,3,5,2,3,3,0,0,0,14,12
8046,Manchester United,Newcastle United,4,3,60.7,39.3, 7,7,15,15,467,297,467,297,10,20,42,32,2,2,3,0,3,3,0,0,13,18
8047,Norwich City,Chelsea,0,1,36.9,63.1, 1,3,9,18,358,635,358,635,20,17,22,31,5,7,4,1,1,1,0,0,8,8
8048,Queens Park Rangers,West Bromwich Albion,1,2,49.8,50.2, 5,4,21,12,329,348,329,348,18,26,35,36,14,9,2,3,1,0,0,0,9,13
8049,Reading,Swansea City,0,0,28,72, 1,2,3,10,220,631,220,631,23,12,25,51,6,4,2,1,2,1,0,0,17,16
8043,Aston Villa,Tottenham Hotspur,0,4,40.9,59.1, 1,9,4,21,343,486,343,486,17,14,48,18,2,16,4,1,1,0,0,0,12,7
8050,Stoke City,Liverpool,3,1,37.6,62.4, 5,4,10,17,284,496,284,496,26,21,17,40,6,8,1,4,3,1,0,0,11,6
8051,Sunderland,Manchester City,1,0,33,67, 4,7,12,23,273,579,273,579,21,13,20,31,3,7,1,1,1,3,0,0,15,16
8042,Swansea City,Manchester United,1,1,40.3,59.7, 9,7,14,20,390,574,390,574,16,14,44,18,3,6,3,0,2,4,0,0,11,16
8041,Chelsea,Aston Villa,8,0,56.6,43.4, 15,1,26,7,559,420,559,420,14,19,18,27,8,4,3,5,0,0,0,0,6,11
8040,Wigan Athletic,Arsenal,0,1,50.4,49.6, 3,4,14,11,487,480,487,480,25,16,11,21,4,4,5,1,1,1,0,0,17,9
8034,Manchester City,Reading,1,0,73.3,26.7, 3,1,21,5,677,235,677,235,8,15,24,36,12,3,0,1,2,3,0,0,12,16
8035,Newcastle United,Queens Park Rangers,1,0,58.6,41.4, 4,3,21,4,411,303,411,303,11,20,36,48,10,3,2,6,3,2,0,0,9,16
8036,Southampton,Sunderland,0,1,57.6,42.4, 2,5,12,10,444,330,444,330,10,16,20,46,8,5,2,2,0,3,0,0,13,16
8037,Tottenham Hotspur,Stoke City,0,0,63.2,36.8, 5,1,22,4,433,254,433,254,24,25,44,54,11,4,1,2,2,5,0,0,8,12
8038,West Bromwich Albion,Norwich City,2,1,49.6,50.4, 6,3,13,10,393,408,393,408,15,15,29,28,6,5,2,0,1,1,0,0,14,11
8039,West Ham United,Everton,1,2,37.7,62.3, 2,7,6,18,270,452,270,452,11,14,40,37,3,5,3,6,1,0,1,1,13,8
8033,Liverpool,Fulham,4,0,55.6,44.4, 9,4,23,8,553,431,553,431,24,19,18,21,8,2,2,0,1,2,0,0,13,6
8032,Reading,Arsenal,2,5,32.9,67.1, 3,13,9,26,339,718,339,718,12,16,26,17,3,7,5,3,1,1,0,0,7,4
8030,Tottenham Hotspur,Swansea City,1,0,49.9,50.1, 8,0,29,3,476,481,476,481,19,19,33,19,9,3,1,5,3,3,0,0,13,8
8031,West Bromwich Albion,West Ham United,0,0,55.3,44.7, 4,2,20,12,394,323,394,323,12,18,39,53,8,2,2,0,3,3,0,0,14,10
8026,Newcastle United,Manchester City,1,3,53.7,46.3, 5,8,17,17,405,357,405,357,20,27,33,54,12,7,0,5,3,2,0,0,9,17
8024,Liverpool,Aston Villa,1,3,72.1,27.9, 8,6,29,11,564,211,564,211,11,25,13,53,7,2,3,0,1,2,0,0,5,10
8025,Manchester United,Sunderland,3,1,61.5,38.5, 5,7,16,15,520,307,520,307,15,23,42,20,9,9,2,1,0,0,0,0,13,10
8027,Norwich City,Wigan Athletic,2,1,48.2,51.8, 8,4,17,14,417,453,417,453,20,19,18,25,7,3,1,6,3,1,0,0,8,4
8028,Queens Park Rangers,Fulham,2,1,44.9,55.1, 6,2,20,5,404,486,404,486,17,9,38,23,3,3,2,2,1,2,0,0,10,15
8029,Stoke City,Everton,1,1,48.7,51.3, 5,2,13,10,328,338,328,338,14,25,26,41,4,8,1,1,1,0,0,0,13,13
8023,Sunderland,Reading,3,0,49.3,50.7, 8,3,16,15,384,386,384,386,21,19,60,26,6,8,3,2,2,1,0,0,10,12
8022,Fulham,Newcastle United,2,1,45.3,54.7, 7,8,16,20,401,475,401,475,25,19,43,41,5,4,0,1,0,0,0,0,14,11
8020,Manchester City,Manchester United,2,3,56.2,43.8, 9,3,18,10,481,372,481,372,16,28,20,37,8,2,4,4,4,3,0,0,12,9
8019,Everton,Tottenham Hotspur,2,1,49.6,50.4, 4,5,20,12,398,403,398,403,22,22,27,48,4,5,4,0,3,2,0,0,12,11
8021,West Ham United,Liverpool,2,3,38.6,61.4, 4,4,11,17,308,535,308,535,27,22,37,39,2,5,5,1,1,2,0,0,12,12
8013,Arsenal,West Bromwich Albion,2,0,59,41, 3,1,19,8,494,331,494,331,24,21,17,30,7,4,6,5,2,3,0,0,13,12
8014,Aston Villa,Stoke City,0,0,56.3,43.7, 2,0,13,2,460,351,460,351,20,12,53,31,3,2,3,3,0,0,0,1,9,15
8015,Southampton,Reading,1,0,65.1,34.9, 5,2,18,6,465,231,465,231,22,15,31,41,7,4,2,4,0,0,0,0,12,13
8016,Sunderland,Chelsea,1,3,45.3,54.7, 5,5,12,14,352,456,352,456,19,26,25,45,11,1,0,2,1,3,0,0,11,16
8017,Swansea City,Norwich City,3,4,66.8,33.2, 5,7,20,9,661,320,661,320,11,18,33,26,6,2,1,1,2,1,0,0,12,10
8018,Wigan Athletic,Queens Park Rangers,2,2,56.7,43.3, 8,4,15,8,409,323,409,323,31,25,18,40,11,4,4,3,0,1,0,0,8,12
8012,Newcastle United,Wigan Athletic,3,0,50.2,49.8, 8,1,18,10,471,457,471,457,16,17,28,15,4,4,2,1,1,3,0,1,13,15
8011,Norwich City,Sunderland,2,1,49.6,50.4, 3,5,8,16,441,440,441,440,14,15,39,24,2,6,3,4,0,2,0,0,11,17
8003,Arsenal,Swansea City,0,2,52.5,47.5, 5,7,10,14,608,561,608,561,14,22,14,22,8,5,0,6,1,0,0,0,12,10
8004,Fulham,Tottenham Hotspur,0,3,45.8,54.2, 2,6,8,10,459,553,459,553,20,22,14,46,2,1,2,2,0,2,0,0,10,10
8005,Liverpool,Southampton,1,0,63.9,36.1, 8,1,23,9,555,302,555,302,19,34,20,37,10,4,3,0,2,0,0,0,14,9
8006,Manchester City,Everton,1,1,59.2,40.8, 4,4,10,9,546,380,546,380,15,12,31,34,5,2,1,0,2,1,0,0,18,12
8007,Queens Park Rangers,Aston Villa,1,1,54.5,45.5, 8,2,17,7,447,389,447,389,20,21,38,47,11,4,9,4,1,2,0,0,5,6
8009,West Bromwich Albion,Stoke City,0,1,57.2,42.8, 5,2,15,5,452,333,452,333,17,22,36,34,5,5,4,2,0,3,0,0,9,15
8008,Reading,Manchester United,3,4,41.7,58.3, 7,6,12,11,397,586,397,586,19,19,16,41,6,1,0,2,1,1,0,0,10,12
8010,West Ham United,Chelsea,3,1,42.2,57.8, 9,7,16,15,338,494,338,494,23,15,43,38,14,5,3,3,1,2,0,0,15,10
7995,Chelsea,Fulham,0,0,59.7,40.3, 3,4,17,9,582,405,582,405,14,26,8,55,10,2,4,2,3,0,0,0,10,12
7996,Everton,Arsenal,1,1,42.6,57.4, 9,3,14,11,383,526,383,526,30,23,30,38,6,6,6,0,2,1,0,0,15,9
7998,Southampton,Norwich City,1,1,57.8,42.2, 2,5,10,11,498,361,498,361,26,17,30,34,3,6,2,3,1,1,0,0,11,7
7999,Stoke City,Newcastle United,2,1,52.2,47.8, 5,6,13,9,366,344,366,344,24,25,30,62,7,2,3,0,2,2,0,0,13,14
8000,Swansea City,West Bromwich Albion,3,1,64.7,35.3, 4,1,13,6,679,366,679,366,16,21,32,22,5,2,6,2,0,4,0,0,11,16
8001,Tottenham Hotspur,Liverpool,2,1,35,65, 7,5,16,17,307,556,307,556,37,18,55,13,1,12,0,1,1,2,0,0,8,18
7997,Manchester United,West Ham United,1,0,66.1,33.9, 7,1,22,10,646,305,646,305,12,14,53,32,5,5,2,1,1,1,0,0,9,11
8002,Wigan Athletic,Manchester City,0,2,45.6,54.4, 1,6,9,17,411,502,411,502,20,21,18,25,6,6,1,1,1,1,0,0,13,13
7994,Sunderland,Queens Park Rangers,0,0,50.2,49.8, 4,5,14,15,444,430,444,430,21,23,25,26,5,8,3,1,1,3,0,0,10,15
7993,Aston Villa,Reading,1,0,55.2,44.8, 5,3,16,12,372,292,372,292,22,11,71,63,8,3,2,3,1,0,0,0,11,6
7991,Swansea City,Liverpool,0,0,49.5,50.5, 2,9,18,21,522,533,522,533,29,15,32,23,7,6,0,3,1,0,0,0,7,10
7990,Southampton,Newcastle United,2,0,49.1,50.9, 8,3,18,8,339,332,339,332,31,28,49,42,4,3,2,6,2,2,0,0,12,13
7989,Chelsea,Manchester City,0,0,42.3,57.7, 1,5,6,9,381,519,381,519,24,31,42,34,6,11,3,1,0,3,0,0,10,17
7992,Tottenham Hotspur,West Ham United,3,1,59.4,40.6, 9,4,28,12,453,306,453,306,10,17,42,27,4,2,1,2,1,2,0,0,9,10
7987,Sunderland,West Bromwich Albion,2,4,49,51, 10,6,20,14,428,469,428,469,17,20,16,32,7,2,2,1,3,3,0,0,12,16
7984,Everton,Norwich City,1,1,57.9,42.1, 7,4,14,9,443,312,443,312,10,13,34,32,4,2,3,9,1,3,0,0,12,19
7985,Manchester United,Queens Park Rangers,3,1,62.5,37.5, 7,3,17,11,651,386,651,386,22,22,18,31,9,7,2,2,1,1,0,0,6,10
7986,Stoke City,Fulham,1,0,40.3,59.7, 2,2,16,9,323,489,323,489,19,17,38,47,7,2,2,2,1,1,0,0,18,11
7988,Wigan Athletic,Reading,3,2,66.7,33.3, 9,5,18,17,484,226,484,226,20,15,36,42,9,5,5,1,2,0,0,0,16,11
7983,Aston Villa,Arsenal,0,0,37.4,62.6, 4,1,9,12,346,596,346,596,15,19,20,27,7,6,3,3,1,0,0,0,8,10
7982,West Ham United,Stoke City,1,1,58,42, 5,2,15,8,430,327,430,327,14,16,46,66,12,4,1,3,1,0,0,0,9,9
7981,Fulham,Sunderland,1,3,49.3,50.7, 7,6,20,11,480,499,480,499,15,12,32,27,4,4,4,2,1,3,1,0,10,13
7973,Arsenal,Tottenham Hotspur,5,2,65.8,34.2, 7,3,13,7,584,298,584,298,15,18,23,46,6,6,4,2,1,2,0,1,13,13
7974,Liverpool,Wigan Athletic,3,0,48.9,51.1, 6,2,22,10,418,447,418,447,23,20,13,25,10,5,1,2,0,3,0,0,9,11
7975,Manchester City,Aston Villa,5,0,66.6,33.4, 10,2,26,11,621,298,621,298,15,26,17,32,9,4,1,4,0,1,0,0,9,7
7976,Newcastle United,Swansea City,1,2,52,48, 9,7,32,16,439,406,439,406,18,23,30,60,5,4,2,2,1,3,0,0,10,8
7978,Queens Park Rangers,Southampton,1,3,46.8,53.2, 5,10,12,20,406,467,406,467,32,28,40,27,4,13,1,1,1,0,0,0,13,8
7979,Reading,Everton,2,1,39.6,60.4, 3,7,14,21,247,402,247,402,14,14,33,36,7,13,2,4,3,2,0,0,12,13
7980,West Bromwich Albion,Chelsea,2,1,35.3,64.7, 5,7,9,19,342,608,342,608,23,13,41,18,0,12,2,1,0,0,0,0,7,13
7977,Norwich City,Manchester United,1,0,37.7,62.3, 4,6,11,14,354,581,354,581,11,17,41,30,0,12,3,1,0,1,0,0,10,7
7971,Manchester City,Tottenham Hotspur,2,1,61.9,38.1, 5,2,14,7,482,277,482,277,17,19,22,38,8,2,8,0,1,2,0,0,16,7
7972,Newcastle United,West Ham United,0,1,49.8,50.2, 8,3,16,11,366,385,366,385,21,24,33,67,11,3,1,1,1,2,0,0,10,14
7970,Chelsea,Liverpool,1,1,43.1,56.9, 3,3,15,9,386,507,386,507,35,31,24,15,4,7,1,7,1,3,0,0,12,13
7963,Arsenal,Fulham,3,3,56.4,43.6, 6,5,14,11,557,439,557,439,23,14,18,37,8,6,1,5,1,2,0,0,11,12
7965,Everton,Sunderland,2,1,62.6,37.4, 6,3,18,9,537,326,537,326,16,18,27,45,6,2,1,2,1,3,0,0,14,15
7966,Reading,Norwich City,0,0,49.3,50.7, 2,1,9,11,316,348,316,348,11,20,31,49,10,3,4,3,0,1,0,0,9,17
7967,Southampton,Swansea City,1,1,48.4,51.6, 4,3,16,7,449,489,449,489,19,15,17,54,10,6,2,2,2,2,0,0,13,13
7968,Stoke City,Queens Park Rangers,1,0,45.1,54.9, 2,2,12,18,340,425,340,425,19,11,23,45,5,5,2,1,2,3,0,0,13,18
7964,Aston Villa,Manchester United,2,3,30.5,69.5, 3,5,8,20,283,670,283,670,17,14,47,37,5,6,0,3,1,1,0,0,14,8
7969,Wigan Athletic,West Bromwich Albion,1,2,65.9,34.1, 4,4,14,9,553,277,553,277,21,21,19,34,5,8,1,3,1,4,0,0,12,14
7962,West Bromwich Albion,Southampton,2,0,43.5,56.5, 3,3,17,10,381,501,381,501,21,23,31,21,8,6,3,3,1,0,0,0,7,11
7961,Queens Park Rangers,Reading,1,1,56.1,43.9, 6,3,23,19,356,279,356,279,25,15,41,44,8,8,3,4,0,2,0,0,11,17
7960,Liverpool,Newcastle United,1,1,65.3,34.7, 6,3,23,11,522,276,522,276,27,26,13,58,14,3,1,1,0,1,0,1,11,14
7954,Manchester United,Arsenal,2,1,47.7,52.3, 6,2,14,7,532,596,532,596,22,10,26,29,6,1,5,1,5,2,0,1,15,15
7953,Fulham,Everton,2,2,40.9,59.1, 4,9,9,27,343,492,343,492,26,21,38,15,5,9,0,1,3,1,0,0,17,10
7955,Norwich City,Stoke City,1,0,43.6,56.4, 4,4,14,9,348,471,348,471,21,13,43,37,9,1,2,2,1,5,0,0,12,15
7956,Sunderland,Aston Villa,0,1,55.6,44.4, 0,3,12,9,409,336,409,336,20,20,26,60,6,7,5,2,2,3,0,0,9,17
7957,Swansea City,Chelsea,1,1,52.2,47.8, 2,5,10,11,481,442,481,442,19,22,32,21,8,6,3,2,4,1,0,0,12,10
7958,Tottenham Hotspur,Wigan Athletic,0,1,51.1,48.9, 5,3,13,7,401,406,401,406,16,16,40,29,9,2,3,3,1,1,0,0,13,12
7959,West Ham United,Manchester City,0,0,35,65, 0,5,6,22,283,570,283,570,23,9,50,30,3,7,2,3,3,0,0,0,11,12
7950,Everton,Liverpool,2,2,56.2,43.8, 4,3,16,13,399,314,399,314,20,23,15,53,9,5,3,3,4,3,0,0,17,19
7951,Newcastle United,West Bromwich Albion,2,1,50.4,49.6, 5,4,13,11,403,404,403,404,19,23,35,35,6,4,3,7,3,2,0,0,13,7
7952,Southampton,Tottenham Hotspur,1,2,52.3,47.7, 2,4,15,12,473,448,473,448,19,15,14,61,2,3,3,5,0,3,0,0,15,10
7949,Chelsea,Manchester United,2,3,48.7,51.3, 8,5,15,15,421,457,421,457,21,26,13,45,8,6,1,4,1,2,2,0,14,12
7944,Aston Villa,Norwich City,1,1,41.5,58.5, 4,4,7,17,330,452,330,452,16,13,45,28,3,8,2,8,1,0,1,0,12,6
7943,Arsenal,Queens Park Rangers,1,0,66.5,33.5, 9,2,22,6,599,294,599,294,21,21,14,32,5,2,1,7,1,2,0,1,16,9
7946,Reading,Fulham,3,3,34.1,65.9, 8,6,15,19,288,612,288,612,11,15,30,43,6,8,1,0,1,1,0,0,6,17
7947,Stoke City,Sunderland,0,0,52.2,47.8, 4,0,16,7,390,359,390,359,14,22,17,38,7,3,2,0,2,2,0,0,12,7
7948,Wigan Athletic,West Ham United,2,1,54.4,45.6, 7,4,16,15,424,334,424,334,15,19,42,22,6,6,3,1,3,4,0,0,11,17
7945,Manchester City,Swansea City,1,0,53.7,46.3, 4,2,11,9,599,503,599,503,21,17,20,25,3,0,2,5,1,2,0,0,8,10
7942,Sunderland,Newcastle United,1,1,65.5,34.5, 2,5,21,11,451,241,451,241,26,24,23,59,8,4,3,0,0,4,0,1,14,16
7941,Queens Park Rangers,Everton,1,1,57,43, 5,3,15,16,431,329,431,329,15,19,29,31,5,4,4,3,2,0,0,1,12,18
7938,Tottenham Hotspur,Chelsea,2,4,42.2,57.8, 10,7,26,10,344,493,344,493,21,20,44,37,7,4,1,5,3,2,0,0,8,9
7933,Fulham,Aston Villa,1,0,50.7,49.3, 5,1,19,12,455,451,455,451,8,18,36,40,6,4,2,2,1,2,0,0,7,12
7934,Liverpool,Reading,1,0,56.8,43.2, 7,3,27,10,497,366,497,366,22,22,35,22,6,5,3,3,1,1,0,0,13,6
7935,Manchester United,Stoke City,4,2,64,36, 7,3,16,9,625,336,625,336,11,17,39,15,3,4,3,0,1,1,0,0,9,10
7937,Swansea City,Wigan Athletic,2,1,47.6,52.4, 8,6,20,11,427,486,427,486,14,14,15,27,9,2,1,4,2,3,0,0,14,12
7939,West Bromwich Albion,Manchester City,1,2,43.9,56.1, 4,8,17,24,353,451,353,451,17,10,22,32,6,9,0,1,4,3,0,1,13,16
7940,West Ham United,Southampton,4,1,38.7,61.3, 6,2,11,11,283,472,283,472,24,18,43,28,6,3,3,6,0,2,0,0,11,13
7936,Norwich City,Arsenal,1,0,28,72, 3,5,7,14,244,669,244,669,26,14,31,23,2,10,4,4,4,0,0,0,13,10
7931,Southampton,Fulham,2,2,41.9,58.1, 4,3,14,13,365,521,365,521,22,12,43,40,8,8,0,0,4,0,0,0,14,7
7929,Liverpool,Stoke City,0,0,62.9,37.1, 2,2,18,6,525,296,525,296,13,25,32,42,5,5,0,2,0,6,0,0,9,18
7932,Tottenham Hotspur,Aston Villa,2,0,55.9,44.1, 6,3,22,8,455,360,455,360,18,17,46,27,8,0,1,3,1,3,0,0,11,10
7930,Newcastle United,Manchester United,0,3,45.5,54.5, 2,8,15,13,422,529,422,529,11,32,23,53,8,6,0,2,4,4,0,0,15,12
7923,Chelsea,Norwich City,4,1,68.9,31.1, 9,2,23,8,731,317,731,317,11,17,15,37,10,2,2,1,0,0,0,0,7,3
7925,Swansea City,Reading,2,2,71.5,28.5, 10,5,26,9,600,224,600,224,16,19,36,43,11,3,2,5,1,3,0,0,9,11
7926,West Bromwich Albion,Queens Park Rangers,3,2,44.9,55.1, 5,3,14,13,382,463,382,463,22,17,23,25,2,5,3,4,2,2,0,0,17,14
7928,Wigan Athletic,Everton,2,2,46.1,53.9, 3,7,11,17,340,401,340,401,16,8,41,20,7,6,2,1,2,5,0,0,15,16
7927,West Ham United,Arsenal,1,3,31.3,68.7, 3,7,9,21,266,606,266,606,15,21,49,27,4,16,1,1,3,2,0,0,12,8
7924,Manchester City,Sunderland,3,0,60.5,39.5, 9,4,28,8,529,339,529,339,15,17,29,30,15,4,2,3,0,3,0,0,12,11
7922,Queens Park Rangers,West Ham United,1,2,50.5,49.5, 7,5,13,18,355,334,355,334,19,21,73,51,4,13,1,1,1,8,1,0,10,22
7921,Aston Villa,West Bromwich Albion,1,1,57.4,42.6, 3,3,21,14,422,322,422,322,19,26,16,54,11,4,3,3,1,1,0,0,8,12
7913,Arsenal,Chelsea,1,2,51.4,48.6, 4,3,16,10,470,459,470,459,30,26,19,28,6,5,4,3,2,3,0,0,14,14
7914,Everton,Southampton,3,1,52.4,47.6, 8,5,22,10,482,441,482,441,16,26,25,33,10,3,6,2,0,0,0,0,4,7
7915,Fulham,Manchester City,1,2,28.9,71.1, 3,7,7,23,276,726,276,726,15,13,28,16,2,4,1,2,0,1,0,0,8,12
7917,Norwich City,Liverpool,2,5,32.9,67.1, 4,5,16,16,320,700,320,700,21,11,17,30,5,5,2,5,1,0,0,0,11,6
7918,Reading,Newcastle United,2,2,47.4,52.6, 5,2,16,9,348,409,348,409,21,22,30,80,6,3,3,1,0,3,0,0,8,9
7919,Stoke City,Swansea City,2,0,39,61, 5,3,12,10,313,519,313,519,24,20,29,47,6,8,0,1,1,1,0,0,18,10
7920,Sunderland,Wigan Athletic,1,0,49.8,50.2, 1,3,10,10,382,404,382,404,16,21,22,27,8,1,2,0,2,5,0,1,22,17
7916,Manchester United,Tottenham Hotspur,2,3,74.1,25.9, 7,3,16,10,701,243,701,243,24,28,20,73,9,5,2,2,0,0,0,0,7,9
7909,Liverpool,Manchester United,1,2,52,48, 6,3,14,8,459,420,459,420,23,29,19,44,7,3,0,1,1,2,1,0,14,7
7911,Newcastle United,Norwich City,1,0,52.8,47.2, 6,3,18,10,430,368,430,368,17,15,45,33,4,5,3,1,1,1,0,0,11,20
7910,Manchester City,Arsenal,1,1,41.2,58.8, 6,4,15,11,433,638,433,638,38,23,22,27,9,4,1,1,1,0,0,0,12,8
7912,Tottenham Hotspur,Queens Park Rangers,2,1,43.3,56.7, 8,4,20,9,336,459,336,459,19,18,57,31,10,9,2,3,0,2,0,0,8,12
7905,Swansea City,Everton,0,3,48.5,51.5, 4,11,18,31,393,414,393,414,16,11,33,31,8,3,1,3,4,1,1,0,23,9
7903,Chelsea,Stoke City,1,0,59.7,40.3, 4,3,19,13,466,306,466,306,18,20,16,43,13,3,2,2,2,1,0,0,14,18
7904,Southampton,Aston Villa,4,1,60.4,39.6, 7,2,16,11,492,314,492,314,25,20,39,36,1,4,5,3,1,3,0,0,6,15
7906,West Bromwich Albion,Reading,1,0,52.9,47.1, 4,1,11,10,440,382,440,382,11,14,27,33,9,1,1,1,1,0,0,0,15,7
7907,West Ham United,Sunderland,1,1,61.3,38.7, 4,1,24,5,454,291,454,291,23,28,29,48,10,1,1,1,2,1,0,0,13,13
7908,Wigan Athletic,Fulham,1,2,63.6,36.4, 5,7,19,12,581,320,581,320,16,9,17,34,8,7,4,0,0,3,0,0,7,13
7902,Everton,Newcastle United,2,2,58.3,41.7, 6,3,18,11,406,294,406,294,17,22,40,56,3,3,3,3,3,3,0,0,18,13
7901,Reading,Tottenham Hotspur,1,3,42.3,57.7, 2,8,6,23,314,479,314,479,18,21,20,44,7,4,1,1,0,1,0,0,5,12
7897,Norwich City,West Ham United,0,0,48.9,51.1, 9,3,25,14,365,373,365,373,15,16,33,42,8,5,3,3,0,1,0,0,12,14
7893,Arsenal,Southampton,6,1,50,50, 9,3,23,10,567,574,567,574,21,27,19,29,8,3,0,0,0,0,0,0,4,7
7894,Aston Villa,Swansea City,2,0,42.1,57.9, 8,3,16,10,327,474,327,474,18,19,24,61,10,4,2,1,3,1,0,0,13,4
7895,Fulham,West Bromwich Albion,3,0,63,37, 10,5,23,10,638,373,638,373,14,18,14,23,5,4,3,1,0,0,0,1,7,10
7896,Manchester United,Wigan Athletic,4,0,52.2,47.8, 5,1,20,7,424,388,424,388,20,19,20,25,5,5,1,0,2,2,0,0,10,14
7898,Queens Park Rangers,Chelsea,0,0,52.7,47.3, 3,4,12,12,451,401,451,401,33,22,43,19,2,4,3,1,0,2,0,0,18,18
7899,Stoke City,Manchester City,1,1,33.8,66.2, 2,8,4,15,287,585,287,585,22,20,32,24,6,5,2,1,0,1,0,0,13,12
7900,Sunderland,Liverpool,1,1,34.1,65.9, 1,6,7,23,306,611,306,611,25,27,20,19,2,7,1,1,1,2,0,0,18,12
7890,Liverpool,Arsenal,0,2,53,47, 4,5,19,11,544,491,544,491,25,32,17,36,10,2,3,1,2,2,0,0,12,7
7891,Newcastle United,Aston Villa,1,1,51.7,48.3, 4,5,17,13,389,364,389,364,11,29,31,25,10,6,3,0,1,4,0,0,6,21
7892,Southampton,Manchester United,2,3,45.1,54.9, 4,7,15,20,487,587,487,587,21,16,27,33,4,7,2,2,1,0,0,0,8,4
7888,West Ham United,Fulham,3,0,45.1,54.9, 6,9,16,15,453,554,453,554,26,21,33,18,6,6,1,2,0,0,0,0,12,5
7885,Swansea City,Sunderland,2,2,63.8,36.2, 7,2,15,4,622,354,622,354,21,31,28,19,8,0,0,0,1,1,1,0,13,7
7886,Tottenham Hotspur,Norwich City,1,1,61.6,38.4, 5,4,15,12,510,308,510,308,20,17,40,32,4,2,4,0,1,0,1,0,7,12
7887,West Bromwich Albion,Everton,2,0,44.3,55.7, 5,2,12,13,366,451,366,451,10,21,22,41,6,3,5,1,1,4,0,0,12,16
7889,Wigan Athletic,Stoke City,2,2,68.7,31.3, 3,7,13,19,540,228,540,228,13,20,24,20,2,1,1,5,1,2,0,0,15,11
7884,Manchester City,Queens Park Rangers,3,1,59.9,40.1, 7,4,18,11,634,421,634,421,19,22,31,29,8,3,3,0,2,1,0,0,12,3
7883,Stoke City,Arsenal,0,0,33.3,66.7, 1,2,6,17,240,517,240,517,28,28,42,31,0,11,2,1,2,0,0,0,10,9
7882,Liverpool,Manchester City,2,2,48.7,51.3, 3,3,17,11,462,484,462,484,18,26,20,41,4,4,0,1,1,0,0,0,10,8
7880,Swansea City,West Ham United,3,0,62.2,37.8, 5,5,12,9,629,376,629,376,20,28,35,18,5,4,4,2,2,4,0,0,14,19
7875,Aston Villa,Everton,1,3,39.2,60.8, 3,6,9,21,321,507,321,507,18,14,22,31,1,9,2,3,1,0,1,0,12,12
7877,Manchester United,Fulham,3,2,59.9,40.1, 7,6,20,16,614,409,614,409,25,24,20,34,8,8,1,0,0,1,0,0,12,7
7878,Norwich City,Queens Park Rangers,1,1,55.1,44.9, 3,3,15,8,360,290,360,290,22,11,23,50,6,2,2,5,0,2,0,0,17,13
7879,Southampton,Wigan Athletic,0,2,49.2,50.8, 6,4,16,13,451,484,451,484,12,27,21,28,10,3,0,2,0,0,0,0,11,9
7881,Tottenham Hotspur,West Bromwich Albion,1,1,59,41, 7,6,22,13,487,343,487,343,22,17,28,22,7,5,2,3,1,3,0,0,9,6
7876,Chelsea,Newcastle United,2,0,52.5,47.5, 6,3,12,11,513,451,513,451,17,18,22,27,2,3,1,3,1,0,0,0,8,11
7874,Chelsea,Reading,4,2,71.6,28.4, 6,4,27,7,651,234,651,234,13,10,28,38,1,5,0,0,0,2,0,0,13,14
7873,Everton,Manchester United,1,0,30.8,69.2, 7,4,18,14,275,646,275,646,19,15,42,33,6,8,0,1,1,2,0,0,13,11
7872,Wigan Athletic,Chelsea,0,2,52,48, 4,4,15,6,473,456,473,456,23,17,6,29,7,1,0,2,2,2,0,0,17,11
7871,Manchester City,Southampton,3,2,64.1,35.9, 8,2,23,10,689,374,689,374,19,26,16,31,7,3,2,1,1,2,0,0,4,7
